JULLUNDUR MOTOR AGENCY (DELHI) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 8.75 , 7.20 , 11.20 , 3.69 , 9.96 , 10.10 , 6.29 , 6.90 , (5.15), (4.83)
Cash from Investing Activity, 0.72 , (5.05), 2.21 , (10.30), 1.93 , (5.72), 20.97 , 2.37 , 5.95 , 3.64 
Cash from Financing Activity, (1.85), (1.22), (2.26), (2.23), (2.74), (2.90), (12.80), (2.87), (2.87), -   
Net Cash Flow, 7.62 , 0.93 , 11.15 , (8.84), 9.15 , 1.48 , 14.47 , 6.40 , (2.06), (1.19)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
