BASF INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 119.18 , 50.68 , 156.35 , 181.62 , 233.22 , 7.73 , (96.33), 198.86 , 221.07 , 290.00 
Cash from Investing Activity, (75.06), 109.39 , (52.13), (178.05), (383.31), (596.69), (163.05), 199.31 , (65.96), 158.25 
Cash from Financing Activity, (24.58), (23.93), (249.71), 11.89 , 131.76 , 588.47 , 372.01 , (425.09), (132.99), (464.65)
Net Cash Flow, 19.54 , 136.14 , (145.49), 15.46 , (18.33), (0.49), 112.63 , (26.92), 22.12 , (16.40)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
