GMM PFAUDLER LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 22.92 , 6.87 , 24.05 , 27.64 , 11.72 , 16.65 , 27.07 , 13.81 , 21.73 , 39.28 
Cash from Investing Activity, (4.97), (1.33), (25.11), (11.37), (10.53), (1.36), (14.63), (17.69), (21.39), (22.98)
Cash from Financing Activity, (16.75), (5.41), (1.28), (10.30), (5.49), (5.69), (5.70), (5.96), (6.16), (8.08)
Net Cash Flow, 1.20 , 0.13 , (2.34), 5.97 , (4.30), 9.60 , 6.74 , (9.85), (5.82), 8.22 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
