JAIPRAKASH ASSOCIATES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 614.87 , 185.32 ," 1,322.32 "," 1,832.68 "," 1,521.12 ", 262.86 ," 1,011.16 "," 3,892.09 "," 3,507.38 ", 51.05 
Cash from Investing Activity," (3,780.76)"," (2,949.12)"," (4,919.20)"," (4,115.25)"," (3,093.80)"," (1,638.23)", (104.53), 519.11 , (491.20)," 11,887.16 "
Cash from Financing Activity," 4,259.04 "," 3,734.39 "," 2,180.22 ", 842.28 ," 1,892.56 ", 943.37 , (857.62)," (4,761.71)"," (3,001.33)"," (11,890.39)"
Net Cash Flow," 1,093.15 ", 970.59 ," (1,416.66)"," (1,440.29)", 319.88 , (432.00), 49.01 , (350.51), 14.85 , 47.82 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
