G M BREWERIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19
Cash from Operating Activity, 8.77 , 33.47 , 18.89 , 17.37 , 27.98 , 19.79 , 59.86 , 52.89 , 62.85 , 61.27 
Cash from Investing Activity, (6.09), (35.66), (4.63), (17.91), (26.88), (12.71), (3.64), (50.34), (61.26), (57.45)
Cash from Financing Activity, (0.24), 8.62 , (11.98), (7.46), 0.24 , (2.80), (31.81), (3.73), (5.31), (5.35)
Net Cash Flow, 2.44 , 6.43 , 2.28 , (8.00), 1.34 , 4.28 , 24.41 , (1.19), (3.72), (1.53)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
