JAGRAN PRAKASHAN LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 119.64 , 210.04 , 225.69 , 213.68 , 207.81 , 336.93 , 340.62 , 368.08 , 383.61 , 341.30 
Cash from Investing Activity, (90.72), (48.30), (229.09), (218.27), (173.03), (147.95), (437.73), (16.71), (93.43), 113.15 
Cash from Financing Activity, 17.17 , (159.32), (8.61), (1.18), (3.10), (215.72), 108.99 , (353.21), (245.67), (493.89)
Net Cash Flow, 46.09 , 2.42 , (12.01), (5.77), 31.68 , (26.74), 11.88 , (1.84), 44.50 , (39.44)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
