INDIAN BANK,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity," 1,000.27 "," 1,700.03 ", (193.09)," (1,957.18)"," 3,436.21 ", (728.28)," 5,138.55 ", (930.58)," (10,819.15)"," (3,676.10)"
Cash from Investing Activity, (94.74), (101.95), (127.55), (144.71), (179.48), (146.61), (236.19), (771.51), (179.28), (214.28)
Cash from Financing Activity, (994.53), (168.70), 769.75 ," 2,352.94 "," (2,431.41)"," 1,726.75 "," (2,311.73)", 620.21 ," 9,040.86 "," 6,776.44 "
Net Cash Flow, (89.00)," 1,429.38 ", 449.11 , 251.05 , 825.32 , 851.86 ," 2,590.63 "," (1,081.88)"," (1,957.57)"," 2,886.07 "
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
