ENTERTAINMENT NETWORK (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 109.92 , 94.89 , 51.41 , 112.91 , 86.16 , 103.68 , 94.84 , 108.84 , 104.30 , 97.74 
Cash from Investing Activity, (12.90), 1.57 , (17.75), (84.19), (118.24), (96.54), (88.76), (337.86), 52.04 , (65.05)
Cash from Financing Activity, (97.46), (83.86), (34.55), -   , (0.01), (5.62), (5.61), 230.93 , (153.94), (33.31)
Net Cash Flow, (0.44), 12.60 , (0.89), 28.72 , (32.09), 1.52 , 0.47 , 1.91 , 2.40 , (0.62)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
