ASHOK LEYLAND LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (525.58)," 1,090.06 ", 591.38 ," 1,147.31 ", 728.30 , 556.43 ," 1,776.70 "," 1,682.98 "," 2,154.77 "," 5,418.35 "
Cash from Investing Activity, (664.18), (783.17), (917.73)," (1,054.10)"," (1,164.93)", (110.54), 102.79 , 364.18 ," (1,477.04)"," (3,331.90)"
Cash from Financing Activity, 459.18 , 123.31 , (13.63), (241.12), 416.98 , (448.64)," (1,179.17)"," (1,210.67)"," (1,371.85)"," (1,961.34)"
Net Cash Flow, (730.58), 430.20 , (339.98), (147.91), (19.65), (2.75), 700.33 , 836.48 , (694.12), 125.11 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
