IVP LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 4.56 , (1.32), -   , 4.54 , 2.46 , 2.62 , 5.12 , 14.91 , 4.94 , (30.26)
Cash from Investing Activity, (0.09), (1.18), (2.41), (1.11), (1.02), (0.21), (3.07), 0.01 , (23.65), (27.86)
Cash from Financing Activity, (1.23), (1.22), (1.53), 1.81 , (2.24), (2.09), (1.74), (6.95), 7.29 , (0.07)
Net Cash Flow, 3.24 , (3.72), (3.94), 5.24 , (0.80), 0.32 , 0.32 , 7.98 , (11.42), (58.19)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
