CORPORATION BANK,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity," 4,146.11 "," 1,689.20 ", 499.78 ," 3,023.95 "," (4,785.44)"," 2,139.74 "," (1,308.84)"," 2,612.53 "," 9,551.01 "," (15,996.12)"
Cash from Investing Activity, (87.22), (58.59), (109.31), (108.22), (149.19), (135.65), (166.42), (208.66), (189.90), (130.55)
Cash from Financing Activity, (176.21), (134.25), 32.11 , (344.32), (623.34), (448.40), (24.85), 38.43 , 507.65 ," 2,394.35 "
Net Cash Flow," 3,882.68 "," 1,496.36 ", 422.58 ," 2,571.41 "," (5,557.97)"," 1,555.69 "," (1,500.11)"," 2,442.29 "," 9,868.76 "," (13,732.33)"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
