BIRLA CABLE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 21.17 , 3.93 , 3.94 , (5.07), 2.67 , 3.59 , 7.55 , 28.58 , 29.52 , (6.90)
Cash from Investing Activity, 0.76 , (2.50), (4.53), 1.05 , (2.88), (11.01), (9.71), (20.33), (5.45), 6.25 
Cash from Financing Activity, (18.37), (3.47), (2.98), 4.24 , 1.34 , 7.01 , 1.49 , (0.98), (31.48), 0.53 
Net Cash Flow, 3.56 , (2.04), (3.57), 0.22 , 1.13 , (0.41), (0.67), 7.28 , (7.41), (0.11)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
