JBF INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 102.19 , 230.80 , 333.43 , 284.29 , 358.86 , 384.31 , 287.16 , 125.28 , 471.21 , (417.95)
Cash from Investing Activity, (189.70), (269.54), (552.08), (336.42), (42.33), 131.06 , (223.86), (242.20), (90.41), (376.82)
Cash from Financing Activity, 36.17 , 35.63 , 219.24 , 61.55 , (304.58), (532.55), (63.79), 125.72 , (376.81), 783.46 
Net Cash Flow, (51.34), (3.11), 0.59 , 9.42 , 11.95 , (17.18), (0.49), 8.80 , 3.99 , (11.31)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
