COAL INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity," 1,745.87 "," 2,293.60 ", 120.93 ," 9,288.35 "," 10,542.98 "," 13,620.25 "," 12,604.96 ", (782.52), (744.09), 491.27 
Cash from Investing Activity, (271.98), (273.82), 483.00 ," (2,984.07)"," (3,354.46)"," 8,875.14 ", 257.73 ," 18,340.45 "," 18,867.30 "," 8,207.45 "
Cash from Financing Activity," (1,427.49)"," (1,941.52)"," (2,452.15)"," (6,474.76)"," (6,710.56)"," (23,100.72)"," (12,942.01)"," (17,381.26)"," (17,674.32)"," (9,078.62)"
Net Cash Flow, 46.40 , 78.26 ," (1,848.22)", (170.48), 477.96 , (605.33), (79.32), 176.67 , 448.89 , (379.90)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
