INDIABULLS VENTURES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 26.73 , 25.48 , 79.43 , 305.97 , (17.28), 50.72 , 28.53 , 37.47 , 9.90 , (163.91)
Cash from Investing Activity, 16.65 , (3.13), 71.35 , (114.15), (3.44), 93.00 , 236.26 , 46.58 , (10.74)," (1,178.61)"
Cash from Financing Activity, (677.04), 42.59 , (220.87), (186.05), 39.59 , (33.08), 103.62 , 65.44 , 43.06 ," 1,536.14 "
Net Cash Flow, (633.66), 64.94 , (70.09), 5.77 , 18.87 , 110.64 , 368.40 , 149.49 , 42.22 , 193.62 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
