GUJARAT FLUOROCHEMICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 249.06 , 704.72 , 283.95 , 425.92 , 367.07 , 333.41 , 81.45 , 300.47 , 300.49 , 351.64 
Cash from Investing Activity, (129.47), (578.29), (325.93), (871.48), (442.28), (85.83), 338.66 , (238.11), (435.93), (362.01)
Cash from Financing Activity, 56.00 , (254.34), (18.01), 639.09 , (116.07), (258.30), (81.37), (387.36), 127.42 , 19.08 
Net Cash Flow, 175.59 , (127.91), (59.99), 193.53 , (191.28), (10.72), 338.74 , (325.01), (8.03), 8.71 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
