DLF LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity," 1,365.86 ", 391.66 ," 1,497.41 ", 419.19 , (74.00)," 1,081.88 ", (36.37), 849.44 , (696.20), 37.44 
Cash from Investing Activity," (1,151.17)"," (2,416.41)"," (1,916.77)"," 1,158.72 "," 2,756.92 "," 1,418.11 "," 4,488.91 "," 3,900.81 "," 2,102.58 "," (3,943.87)"
Cash from Financing Activity, (437.54)," 1,434.95 ", 419.00 ," (1,354.43)"," (2,723.40)"," (2,355.03)"," (4,001.73)"," (4,719.97)"," (1,536.08)"," 3,991.50 "
Net Cash Flow, (222.85), (589.80), (0.36), 223.48 , (40.48), 144.96 , 450.81 , 30.28 , (129.70), 85.07 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
