AMD INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (0.24), 17.61 , (1.11), 13.93 , 3.04 , 31.59 , 24.81 , 9.58 , 29.46 , 29.29 
Cash from Investing Activity, 3.14 , (26.89), 8.66 , 1.03 , (6.33), (10.64), (3.82), (12.10), (17.11), (7.86)
Cash from Financing Activity, (4.78), 13.14 , (6.22), (17.77), 3.21 , (21.36), (20.37), 0.70 , (12.39), (21.47)
Net Cash Flow, (1.88), 3.86 , 1.33 , (2.81), (0.08), (0.41), 0.61 , (1.82), (0.04), (0.04)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
