GTL INFRASTRUCTURE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 530.70 , 120.92 , 343.69 , 411.02 , 169.34 , 322.31 , 521.32 , 449.11 ," 1,238.93 ", 704.54 
Cash from Investing Activity," (1,336.27)"," (2,338.74)", (633.64), (309.35), (139.01), 43.36 , (29.25), (18.72), (328.74), (228.21)
Cash from Financing Activity, 797.13 ," 1,313.35 ", 61.92 , (171.94), (25.88), (346.19), (505.48), (418.80), (926.63), (407.84)
Net Cash Flow, (8.44), (904.47), (228.03), (70.27), 4.45 , 19.48 , (13.41), 11.59 , (16.44), 68.49 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
