GANGOTRI TEXTILES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 7.32 , (13.40), 19.29 , 11.90 , 42.21 , 39.45 , 14.39 , (10.80), 1.42 , 2.26 
Cash from Investing Activity, (20.88), (2.32), (0.29), 25.43 , 2.47 , 0.70 , 13.41 , 95.78 , 37.42 , (1.77)
Cash from Financing Activity, 13.11 , 19.05 , (22.47), (38.20), (44.24), (40.26), (27.96), (85.36), (38.85), (0.45)
Net Cash Flow, (0.45), 3.33 , (3.47), (0.87), 0.44 , (0.11), (0.17), (0.38), (0.02), 0.04 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
