DCB BANK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19
Cash from Operating Activity, (453.86), 206.61 , (405.80), 55.27 , 489.75 , (495.73), 219.62 , 239.80 , 230.05 , (281.34)
Cash from Investing Activity, (3.67), (6.35), (73.12), (71.34), (18.75), (28.83), (40.86), (71.10), (59.21), (76.42)
Cash from Financing Activity, 129.66 , (45.50), 448.36 , 442.77 , (664.68), 554.14 , (6.35), 132.21 ," 1,008.68 ", 779.15 
Net Cash Flow, (327.87), 154.76 , (30.56), 426.70 , (193.68), 29.58 , 172.41 , 300.90 ," 1,179.52 ", 421.39 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
