AIA ENGINEERING LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 154.02 , 86.86 , 36.02 , 53.58 , 165.44 , 379.58 , 324.71 , 335.58 , 49.32 , 240.12 
Cash from Investing Activity, 33.25 , (113.26), (58.58), (51.84), (118.96), (427.85), (195.90), (211.69), 15.42 , (64.27)
Cash from Financing Activity, 18.68 , (66.03), (18.81), (8.02), 83.27 , (77.32), (87.90), (212.82), (76.50), (162.74)
Net Cash Flow, 205.95 , (92.43), (41.37), (6.28), 129.75 , (125.59), 40.90 , (88.94), (11.75), 13.11 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
