BALKRISHNA INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 283.94 , 196.46 , 59.45 , 73.61 , 550.12 , 593.75 , 978.91 ," 1,095.18 ", 841.81 , 753.31 
Cash from Investing Activity, (123.82), (180.57), (157.98), (676.90), (959.33)," (1,240.63)", (427.79), (568.66), (533.70), (91.90)
Cash from Financing Activity, (157.67), (22.80), 105.29 , 949.70 , 318.12 , 390.37 , (129.80), (655.71), (616.21), (655.29)
Net Cash Flow, 2.45 , (6.91), 6.76 , 346.41 , (91.09), (256.51), 421.33 , (129.19), (308.10), 6.12 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
