AMJ LAND HOLDINGS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 35.00 , 28.25 , 9.10 , 14.60 , 35.51 , 28.11 , 0.82 , 4.85 , 5.39 , 3.14 
Cash from Investing Activity, 2.63 , (36.29), 8.89 , (67.08), (22.63), (6.32), (4.68), (5.84), (1.49), (0.17)
Cash from Financing Activity, (39.33), 8.91 , (17.79), 51.60 , (13.16), (21.10), 7.23 , (3.21), (2.84), (3.65)
Net Cash Flow, (1.70), 0.87 , 0.20 , (0.88), (0.28), 0.69 , 3.37 , (4.20), 1.06 , (0.67)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
