CEAT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 131.21 , 232.68 , 244.25 , 6.77 , 556.98 , 155.24 , 705.21 , 718.50 , 344.08 , 743.43 
Cash from Investing Activity, (52.68), (238.57), (483.74), (128.32), (64.21), (98.02), (258.73), (412.04), (419.04), (419.02)
Cash from Financing Activity, 81.40 , (55.58), 147.25 , 105.53 , (453.74), (31.59), (177.21), (339.50), 77.80 , (269.02)
Net Cash Flow, 159.93 , (61.47), (92.24), (16.02), 39.03 , 25.63 , 269.27 , (33.04), 2.84 , 55.39 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
