KAMDHENU LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (13.57), 7.19 , (7.63), 9.08 , 16.13 , 7.61 , 5.36 , 11.70 , 17.83 , 20.66 
Cash from Investing Activity, (13.99), (2.94), (8.19), (4.03), (5.57), (5.99), (3.29), (4.10), (1.81), (2.29)
Cash from Financing Activity, 26.70 , (1.93), 13.20 , (5.38), (5.11), (1.65), (1.01), (7.51), (16.73), (18.42)
Net Cash Flow, (0.86), 2.32 , (2.62), (0.33), 5.45 , (0.03), 1.06 , 0.09 , (0.71), (0.05)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
