I G PETROCHEMICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 28.15 , 22.68 , 35.25 , 32.26 , 29.03 , 28.09 , 74.32 , 69.50 , 95.14 , 197.79 
Cash from Investing Activity, (9.12), (10.56), (14.64), (18.05), (133.63), (35.65), (23.75), (6.44), (42.91), (128.57)
Cash from Financing Activity, (39.09), (13.21), (19.77), 8.27 , 109.15 , 1.49 , (60.87), (64.40), (50.15), (67.43)
Net Cash Flow, (20.06), (1.09), 0.84 , 22.48 , 4.55 , (6.07), (10.30), (1.34), 2.09 , 1.79 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
