MAN INDUSTRIES (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 150.75 , 220.81 , (377.20), 864.31 , (466.55), 225.29 , 112.09 , 207.50 , (76.44), 159.50 
Cash from Investing Activity, (81.67), 48.97 , (70.70), (91.34), 185.04 , (6.91), (59.92), 2.59 , 20.43 , (107.48)
Cash from Financing Activity, 4.27 , (102.74), 322.39 , (896.31), 342.49 , (208.69), (82.28), (190.91), 42.96 , (140.05)
Net Cash Flow, 73.35 , 167.04 , (125.51), (123.34), 60.98 , 9.69 , (30.11), 19.18 , (13.04), (88.03)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
