KANANI INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (9.15), (8.52), (25.69), 20.32 , 28.95 , (4.90), 7.08 , 6.44 , (8.25), (6.31)
Cash from Investing Activity, (0.81), (0.02), (0.31), (19.76), -   , (1.27), -   , -   , (0.01), (0.02)
Cash from Financing Activity, 13.71 , 13.79 , 24.66 , (1.51), (33.19), 10.71 , (0.64), (5.63), 3.25 , 6.46 
Net Cash Flow, 3.75 , 5.25 , (1.34), (0.95), (4.24), 4.54 , 6.44 , 0.81 , (5.00), 0.13 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
