GAYATRI PROJECTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 49.02 , (50.39), 34.24 , 78.33 , 108.03 , 210.45 , (131.16), 14.91 , 256.94 , 212.26 
Cash from Investing Activity, (79.59), (25.54), (338.36), (321.13), (147.08), (182.03), (2.67), (48.90), (209.11), (34.28)
Cash from Financing Activity, 13.73 , 222.40 , 270.09 , 215.72 , 93.88 , (26.02), 77.64 , 68.88 , (64.56), (158.81)
Net Cash Flow, (16.84), 146.47 , (34.03), (27.08), 54.83 , 2.40 , (56.19), 34.89 , (16.73), 19.17 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
