ALPA LABORATORIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 2.27 , 0.86 , 4.90 , (1.03), 2.56 , 8.06 , (1.84), (24.78), (8.14), (7.25)
Cash from Investing Activity, 2.01 , 6.18 , (6.12), (0.93), (3.85), (2.19), 37.42 , (6.97), 1.09 , (15.82)
Cash from Financing Activity, (4.55), (7.20), 1.02 , 1.25 , 1.77 , 3.92 , 6.82 , (5.62), (2.36), 4.41 
Net Cash Flow, (0.27), (0.16), (0.20), (0.71), 0.48 , 9.79 , 42.41 , (37.37), (9.41), (18.66)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
