ADITYA BIRLA CAPITAL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 2.25 , (156.74), 145.38 , (3.91), 2.83 , 0.29 , (5.38), (21.27), 2.97 , 42.30 
Cash from Investing Activity, (0.05), (355.32), (285.50), (52.59), (282.79), (607.34), (670.43), (950.91)," (1,973.55)", (877.74)
Cash from Financing Activity, 2.05 , 507.94 , 140.00 , 56.50 , 280.00 , 607.01 , 681.11 , 970.00 ," 1,969.92 ", 834.93 
Net Cash Flow, 4.25 , (4.12), (0.12), -   , 0.04 , (0.04), 5.30 , (2.18), (0.66), (0.51)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
