BANARAS BEADS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 4.28 , 3.15 , 2.82 , 3.16 , (3.47), 7.55 , 1.00 , 2.72 , 5.49 , 4.43 
Cash from Investing Activity, (4.92), (3.63), (3.59), (0.75), 8.04 , (1.75), (7.34), 3.79 , 0.72 , (8.37)
Cash from Financing Activity, -   , 2.13 , 3.89 , (1.71), (4.72), (4.58), 12.87 , (12.96), (4.06), 0.08 
Net Cash Flow, (0.64), 1.65 , 3.12 , 0.70 , (0.15), 1.22 , 6.53 , (6.45), 2.15 , (3.86)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
