DCM SHRIRAM LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 271.43 , 703.17 , (55.68), 308.04 , 274.08 , 960.57 , 186.35 , 128.26 , 790.50 , -   
Cash from Investing Activity, (335.28), (66.06), (68.61), (76.75), 82.26 , (190.14), 195.30 , (360.88), (451.78), -   
Cash from Financing Activity, 49.21 , (621.70), 125.12 , (106.54), (441.76), (580.22), (585.14), 174.42 , (168.58), -   
Net Cash Flow, (14.64), 15.41 , 0.83 , 124.75 , (85.42), 190.21 , (203.49), (58.20), 170.14 , -   
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
