ANSAL PROPERTIES & INFRASTRUCTURE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (171.30), (74.45), 3.57 , 686.92 , 488.80 , 243.30 , 133.71 , 129.45 , 88.05 , 177.55 
Cash from Investing Activity, (70.49), 21.43 , (40.47), (238.53), (113.02), (26.41), (5.24), (5.47), 10.39 , 24.19 
Cash from Financing Activity, 223.31 , 55.36 , 76.67 , (458.65), (379.81), (213.04), (123.03), (137.77), (102.28), (209.11)
Net Cash Flow, (18.48), 2.34 , 39.77 , (10.26), (4.03), 3.85 , 5.44 , (13.80), (3.85), (7.37)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
