JSW ENERGY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 713.54 , 916.60 ," 1,052.23 "," 1,687.65 ", 943.18 ," 1,558.88 "," 2,621.74 "," 2,261.05 "," 1,408.69 ", 846.24 
Cash from Investing Activity," (1,357.03)"," (1,414.31)"," (2,209.16)", (909.07), (358.97), (25.20), (228.06)," (3,468.17)"," 1,084.53 ", (57.77)
Cash from Financing Activity, 573.60 ," 2,233.37 ", 475.24 , (998.31), (633.51)," (1,482.49)"," (1,669.99)", (217.85)," (2,475.11)", (806.58)
Net Cash Flow, (69.89)," 1,735.66 ", (681.69), (219.73), (49.30), 51.19 , 723.69 ," (1,424.97)", 18.11 , (18.11)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
