JK LAKSHMI CEMENT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 311.66 , 356.59 , 174.49 , 377.82 , 332.27 , 354.54 , 351.52 , 297.55 , 362.93 , 456.47 
Cash from Investing Activity, (265.56), (585.74), (317.46), (353.55), (488.36), (515.60), (406.17), (70.00), (415.61), (88.82)
Cash from Financing Activity, (67.01), 122.87 , 13.92 , (24.76), 79.10 , 183.62 , 33.52 , (231.08), 49.90 , (365.04)
Net Cash Flow, (20.91), (106.28), (129.05), (0.49), (76.99), 22.56 , (21.13), (3.53), (2.78), 2.61 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
