ORIENT GREEN POWER COMPANY LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (114.43), 100.39 , 24.01 , 69.46 , (184.74), (14.60), (7.21), (10.44), 6.54 , (54.30)
Cash from Investing Activity, (20.51), (204.96), (929.51), (227.40), (80.72), (103.97), 143.73 , (74.65), (160.67), 128.65 
Cash from Financing Activity, 125.76 , 100.20 ," 1,012.96 ", 44.68 , 255.07 , 117.71 , (132.74), 83.86 , 152.74 , (75.21)
Net Cash Flow, (9.18), (4.37), 107.46 , (113.26), (10.39), (0.86), 3.78 , (1.23), (1.39), (0.86)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
