KHAITAN ELECTRICALS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (7.88), (11.10), (22.32), 9.95 , 26.15 , 3.89 , (4.96), 19.32 , 6.24 , 34.88 
Cash from Investing Activity, 15.16 , 5.33 , (14.48), 10.07 , 30.65 , (2.48), 4.18 , 11.05 , 4.37 , 8.08 
Cash from Financing Activity, (8.42), 12.66 , 37.75 , (19.05), (53.62), (2.97), (3.12), (38.67), (15.52), (43.48)
Net Cash Flow, (1.14), 6.89 , 0.95 , 0.97 , 3.18 , (1.56), (3.90), (8.30), (4.91), (0.52)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
