INDIA TOURISM DEVELOPMENT CORPORATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (23.78), 21.78 , (57.83), (49.31), (24.72), 21.64 , (35.98), 14.55 , (8.66), 14.84 
Cash from Investing Activity, 14.74 , (26.81), 26.87 , 37.70 , 23.32 , 18.36 , 18.87 , 15.47 , (0.99), 12.33 
Cash from Financing Activity, (31.61), (10.02), -   , (0.03), (4.99), -   , (5.22), (21.07), (14.14), (13.91)
Net Cash Flow, (40.65), (15.05), (30.96), (11.64), (6.39), 40.00 , (22.33), 8.94 , (23.79), 13.27 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
