DREDGING CORPORATION OF INDIA LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 106.52 , (26.77), 102.20 , 72.28 , (36.83), 267.65 , 212.01 , 157.97 , 86.93 , 132.75 
Cash from Investing Activity, (12.50), (39.84), (100.47), (489.19), (530.29), (732.89), (8.78), (17.46), (7.61), 1.04 
Cash from Financing Activity, (35.59), (21.89), (9.80), 259.96 , 517.15 , 493.42 , (141.92), (126.66), (140.89), (126.80)
Net Cash Flow, 58.43 , (88.50), (8.07), (156.95), (49.97), 28.18 , 61.31 , 13.85 , (61.57), 6.99 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
