DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 22.63 , 55.42 , (25.34), 21.55 , 10.27 , (23.54), 0.87 , (3.85), 4.19 , (11.05)
Cash from Investing Activity, 5.67 , (19.17), (0.95), (4.18), 6.04 , 66.48 , 35.97 , 20.96 , 3.78 , (4.99)
Cash from Financing Activity, (27.23), (35.49), 23.87 , (21.41), (16.37), (42.90), (36.96), (17.12), (8.04), 16.19 
Net Cash Flow, 1.07 , 0.76 , (2.42), (4.04), (0.06), 0.04 , (0.12), (0.02), (0.07), 0.15 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
