JOCIL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 14.45 , (2.63), (14.08), 35.47 , 13.61 , 31.79 , 11.35 , 11.38 , (7.94), 38.84 
Cash from Investing Activity, 3.06 , (12.03), (21.62), (13.04), (7.55), 0.49 , (4.74), 0.34 , (0.11), (8.80)
Cash from Financing Activity, (0.07), 1.12 , 29.78 , (24.67), (2.65), (30.54), (6.98), (14.21), 17.65 , (26.39)
Net Cash Flow, 17.44 , (13.54), (5.92), (2.24), 3.41 , 1.74 , (0.37), (2.49), 9.61 , 3.65 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
