KESORAM INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 370.26 , 256.55 , 172.36 , 245.53 , 448.71 , 428.48 , 519.46 , 209.53 , 118.67 , 214.66 
Cash from Investing Activity," (1,034.71)"," (1,252.33)", (564.42), (539.38), (173.07), (75.17), (42.33), 519.21 ," 1,680.66 ", (453.34)
Cash from Financing Activity, 680.76 ," 1,019.38 ", 384.50 , 290.55 , (261.57), (359.76), (414.07), (425.51)," (2,125.70)", 59.51 
Net Cash Flow, 16.31 , 23.60 , (7.56), (3.30), 14.07 , (6.45), 63.06 , 303.23 , (326.37), (179.17)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
