ISMT LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 211.75 , 185.16 , 246.58 , 189.24 , 131.21 , 79.08 , 68.02 , (274.91), (92.47), 20.92 
Cash from Investing Activity, (135.25), (130.50), (198.62), (105.82), (58.57), (44.68), 1.26 , 0.75 , (8.30), (0.42)
Cash from Financing Activity, (64.65), (49.66), (45.89), (67.92), (102.11), 3.10 , (64.63), 234.42 , (27.26), (22.04)
Net Cash Flow, 11.85 , 5.00 , 2.07 , 15.50 , (29.47), 37.50 , 4.65 , (39.74), (128.03), (1.54)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
