JINDAL PHOTO LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 9.53 , 3.44 , 45.85 , (7.96), 9.09 , 6.52 , 3.69 , (53.07), (7.56), 0.17 
Cash from Investing Activity, (17.81), 13.64 , (49.21), (50.04), (20.66), (13.51), (10.97), 39.29 , 10.76 , (0.15)
Cash from Financing Activity, 41.55 , (46.26), (3.13), 56.94 , 11.70 , 8.79 , 7.27 , 13.76 , (3.22), -   
Net Cash Flow, 33.27 , (29.18), (6.49), (1.06), 0.13 , 1.80 , (0.02), (0.02), (0.02), 0.01 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
