JINDAL DRILLING & INDUSTRIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 27.15 , 68.59 , 88.45 , 50.70 , 68.38 , 26.48 , 141.83 , (46.01), (61.14), (66.65)
Cash from Investing Activity, (52.36), (59.32), (69.37), (34.63), (169.48), (85.52), (125.18), (39.60), 84.04 , 85.75 
Cash from Financing Activity, (14.52), (25.19), (19.97), (4.15), 89.13 , 59.06 , (14.90), 84.11 , (21.07), (19.08)
Net Cash Flow, (39.73), (15.92), (0.89), 11.92 , (11.97), 0.02 , 1.75 , (1.51), 1.83 , 0.02 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
