INFOSYS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19
Cash from Operating Activity," 5,787.00 "," 4,275.00 "," 5,921.00 "," 6,942.00 "," 9,148.00 "," 7,955.00 "," 9,578.00 "," 10,478.00 "," 12,475.00 "," 13,989.00 "
Cash from Investing Activity," (3,298.00)"," 3,235.00 ", 769.00 ," (2,779.00)"," (2,272.00)", 628.00 ," (1,216.00)"," (13,533.00)"," 5,678.00 ", (637.00)
Cash from Financing Activity," (1,481.00)"," (3,642.00)"," (2,298.00)"," (3,319.00)"," (3,177.00)"," (4,961.00)"," (6,908.00)"," (6,968.00)"," (20,536.00)"," (14,571.00)"
Net Cash Flow," 1,008.00 "," 3,868.00 "," 4,392.00 ", 844.00 ," 3,699.00 "," 3,622.00 "," 1,454.00 "," (10,023.00)"," (2,383.00)"," (1,219.00)"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
