INDIAN OIL CORPORATION LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity," (23,198.75)", (464.70)," 5,683.89 "," (2,759.77)"," 11,610.60 "," 22,049.89 "," 44,529.40 "," 22,944.26 "," 27,799.42 "," 26,423.80 "
Cash from Investing Activity," 19,219.70 "," 4,676.10 "," (7,217.99)"," (12,249.57)"," (8,338.29)"," (17,836.58)"," (8,648.27)"," (12,416.75)"," (14,733.90)"," (15,778.68)"
Cash from Financing Activity," 3,950.40 "," (3,694.23)"," 1,513.42 "," 14,021.93 "," (3,076.03)"," (2,108.07)"," (38,374.04)"," (10,367.09)"," (13,274.57)"," (10,644.33)"
Net Cash Flow, (28.65), 517.17 , (20.68), (987.41), 196.28 ," 2,105.24 "," (2,492.91)", 160.42 , (209.05), 0.79 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
