DHANLAXMI BANK LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (190.96), (0.18), (128.69), 29.44 , (113.00), 648.70 , (605.11), (297.78), (99.17), (203.03)
Cash from Investing Activity, (7.14), (43.06), (70.18), (43.03), (19.03), (24.32), (9.75), (9.21), (10.53), (2.79)
Cash from Financing Activity, 191.73 , 107.50 , 383.70 , 4.49 , 143.10 , 113.83 , 229.64 , (150.00), 84.14 , 269.86 
Net Cash Flow, (6.37), 64.26 , 184.83 , (9.10), 11.07 , 738.21 , (385.22), (456.99), (25.55), 64.03 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
