EMKAY GLOBAL FINANCIAL SERVICES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (8.98), 18.68 , 51.92 , 10.37 , (32.26), 20.42 , 2.70 , 36.18 , (16.95), 33.51 
Cash from Investing Activity, 6.55 , (2.97), (27.41), (31.36), 11.44 , 0.23 , 2.49 , (0.45), (1.74), (4.41)
Cash from Financing Activity, (4.83), (4.87), (20.24), 5.45 , 21.77 , (15.89), (9.50), (16.40), 17.62 , (23.39)
Net Cash Flow, (7.26), 10.84 , 4.27 , (15.54), 0.95 , 4.76 , (4.31), 19.33 , (1.08), 5.72 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
