DYNEMIC PRODUCTS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 6.54 , 0.96 , 7.20 , 1.26 , 5.68 , 7.60 , 0.72 , 9.91 , 11.88 , 10.24 
Cash from Investing Activity, (10.10), 0.20 , (4.17), (2.31), (2.05), (9.60), (3.93), (2.77), (3.05), (6.73)
Cash from Financing Activity, 3.60 , (0.93), (3.01), 0.76 , (3.45), 2.34 , 3.41 , (6.52), (8.99), (3.60)
Net Cash Flow, 0.04 , 0.23 , 0.02 , (0.29), 0.18 , 0.34 , 0.21 , 0.61 , (0.16), (0.09)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
