LGB FORGE LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 18.71 , 9.76 , 8.28 , 11.98 , 10.25 , 17.56 , 5.45 , 2.32 , 3.78 , 10.77 
Cash from Investing Activity, (4.17), (0.46), 7.09 , (2.12), 2.00 , 5.22 , 2.80 , 1.78 , 4.45 , (5.97)
Cash from Financing Activity, (14.52), (9.06), (15.28), (10.08), (12.43), (22.79), (8.20), (4.16), (8.23), (4.80)
Net Cash Flow, 0.02 , 0.24 , 0.09 , (0.22), (0.18), (0.01), 0.06 , (0.05), (0.01), -   
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
