GARDEN SILK MILLS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 167.16 , 162.36 , 69.16 , 278.88 , 175.35 , 117.86 , 381.91 , 204.64 , (294.43), 158.01 
Cash from Investing Activity, (209.66), (240.38), (241.32), (126.33), (36.33), 6.15 , 0.05 , 12.26 , (3.79), 6.37 
Cash from Financing Activity, 39.21 , 39.95 , 158.47 , (137.50), (143.70), (123.53), (368.57), (235.94), 323.20 , (115.33)
Net Cash Flow, (3.29), (38.07), (13.69), 15.05 , (4.68), 0.48 , 13.40 , (19.04), 24.98 , 49.05 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
