HINDUSTAN MEDIA VENTURES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 0.35 , 43.76 , 57.14 , 72.26 , 80.71 , 113.29 , 137.51 , 164.33 , 142.65 , 122.19 
Cash from Investing Activity, (0.87), (54.42), (185.29), (58.97), (57.50), (117.34), (181.62), (213.07), (68.34), (80.86)
Cash from Financing Activity, -   , 37.12 , 136.98 , (5.44), (38.31), 1.60 , 57.74 , 53.80 , (81.06), (23.11)
Net Cash Flow, (0.52), 26.46 , 8.83 , 7.85 , (15.10), (2.45), 13.63 , 5.07 , (6.75), 18.22 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
