JMC PROJECTS (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 4.09 , 75.47 , 67.25 , 59.48 , 55.37 , 129.15 , 71.06 , 108.31 , 312.25 , 255.82 
Cash from Investing Activity, (52.02), (31.62), (127.75), (116.05), (87.79), (104.70), (210.63), (173.17), (131.11), (141.29)
Cash from Financing Activity, 51.71 , (41.88), 74.19 , 46.01 , 39.74 , (26.74), 132.14 , 39.37 , (189.59), 6.51 
Net Cash Flow, 3.78 , 1.97 , 13.69 , (10.56), 7.32 , (2.29), (7.43), (25.49), (8.46), 121.04 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
