INDIA MOTOR PARTS & ACCESSORIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 15.54 , 9.48 , 7.72 , 22.22 , 21.92 , 21.66 , 20.13 , 31.86 , 22.96 , 12.57 
Cash from Investing Activity, (14.23), 18.12 , (6.06), 6.53 , (2.22), (8.73), (12.01), (13.64), (57.49), (5.42)
Cash from Financing Activity, 0.19 , (25.83), (0.03), 7.17 , (4.49), (14.75), (11.28), (21.00), (5.34), (6.01)
Net Cash Flow, 1.50 , 1.77 , 1.63 , 35.92 , 15.21 , (1.82), (3.16), (2.79), (39.88), 1.14 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
