KHAITAN (INDIA) LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 3.09 , (1.43), 5.99 , 3.93 , 1.59 , 1.57 , 3.02 , 0.59 , 10.95 , 1.86 
Cash from Investing Activity, 0.28 , 0.32 , (5.04), (0.19), 1.77 , (0.56), 0.48 , 3.27 , 0.19 , (3.15)
Cash from Financing Activity, (3.81), 1.11 , (0.91), (3.66), (3.10), (1.71), (3.29), (3.92), (11.15), 1.34 
Net Cash Flow, (0.44), -   , 0.04 , 0.08 , 0.26 , (0.70), 0.21 , (0.06), (0.01), 0.04 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
