CURA TECHNOLOGIES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 5.20 , (12.03), (26.94), 0.19 , (0.45), 0.05 , (2.46), 27.33 , (36.67), 0.34 
Cash from Investing Activity, (4.04), (16.10), (1.53), (0.01), 0.04 , -   , (0.15), (0.09), 39.26 , 0.47 
Cash from Financing Activity, (2.27), 28.34 , 31.23 , (3.18), 0.46 , (0.03), 2.74 , (27.46), (2.61), (0.87)
Net Cash Flow, (1.11), 0.21 , 2.76 , (3.00), 0.05 , 0.02 , 0.13 , (0.22), (0.01), (0.06)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
