APL APOLLO TUBES LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 9.57 , 2.34 , 20.11 , 30.39 , (21.43), 68.14 , 137.62 , 36.04 , 377.08 , (59.93)
Cash from Investing Activity, (65.74), (28.38), (81.63), (63.62), (53.14), (83.62), (75.37), (45.06), (181.44), (132.02)
Cash from Financing Activity, 144.30 , (40.75), 53.53 , 18.04 , 81.28 , 9.67 , (61.87), 8.62 , (196.10), 192.48 
Net Cash Flow, 88.13 , (66.79), (7.99), (15.19), 6.71 , (5.81), 0.38 , (0.40), (0.46), 0.53 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
