MANGALAM DRUGS AND ORGANICS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 7.77 , 7.69 , 7.09 , 7.05 , (0.65), 7.48 , 13.96 , 21.81 , 42.80 , 24.58 
Cash from Investing Activity, (10.59), (5.80), (11.22), (6.24), (2.06), (2.26), (3.84), (10.88), (39.45), (15.95)
Cash from Financing Activity, 2.59 , (1.94), 4.17 , (0.47), 1.77 , (5.21), (9.54), (11.11), (3.22), (8.82)
Net Cash Flow, (0.23), (0.05), 0.04 , 0.34 , (0.94), 0.01 , 0.58 , (0.18), 0.13 , (0.20)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
