GHCL LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19
Cash from Operating Activity, 191.96 , 266.17 , 387.29 , 462.09 , 158.43 , 289.92 , 493.60 , 445.15 , 564.37 , 560.74 
Cash from Investing Activity, (149.37), (13.94), (37.39), (175.39), (83.10), (127.26), (248.88), (374.48), (279.20), (306.01)
Cash from Financing Activity, (64.56), (245.76), (351.23), (288.12), (64.96), (169.73), (235.86), (102.69), (281.30), (259.30)
Net Cash Flow, (21.97), 6.47 , (1.33), (1.42), 10.37 , (7.07), 8.86 , (32.02), 3.87 , (4.57)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
