20 MICRONS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 0.34 , 3.29 , 7.35 , 11.78 , 40.59 , 23.12 , 24.45 , 18.41 , 52.96 , 49.92 
Cash from Investing Activity, (8.99), (19.67), (14.80), (39.71), (36.13), (19.12), (3.93), 1.19 , (20.05), (11.39)
Cash from Financing Activity, 10.55 , 17.87 , 8.01 , 28.64 , (6.78), (3.02), (13.52), (25.02), (32.19), (40.75)
Net Cash Flow, 1.90 , 1.49 , 0.56 , 0.71 , (2.32), 0.98 , 7.00 , (5.43), 0.72 , (2.22)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
