OSWAL GREEN TECH LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, (140.70), 558.89 , (433.51), (227.97), (114.53), 374.49 , 71.58 , (13.03), 54.82 , (13.35)
Cash from Investing Activity, 129.25 , (592.01), 597.53 , 87.55 , 135.84 , (313.30), 150.57 , (85.95), (50.35), 9.21 
Cash from Financing Activity, (17.49), 1.47 , (6.26), (12.60), (21.71), (60.98), (142.49), (0.33), (0.10), -   
Net Cash Flow, (28.94), (31.65), 157.76 , (153.02), (0.40), 0.21 , 79.65 , (99.31), 4.37 , (4.14)
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
